transcript_id	gene	transcript_type	tsl	biotype
ENST00000426585	TPTEP1	E		processed_transcript
ENST00000558085	TPTEP1	E		processed_transcript
ENST00000591299	AP000547.3	E		lncRNA
ENST00000592107	AP000547.3	E		lncRNA
ENST00000592918	AP000547.3	E		lncRNA
NR_001591.1	TPTEP1	R		transcribed_pseudogene
ENST00000588548	AP000547.3	E		lncRNA
ENST00000438850	AP000365.1	E		lncRNA
ENST00000383140	TPTEP1	E		processed_transcript
ENST00000585784	TPTEP1	E		processed_transcript
ENST00000636884	TPTEP1	E		transcribed_unprocessed_pseudogene
ENST00000588424	TPTEP1	E		processed_transcript
ENST00000508033	SLC25A15P5	E		unprocessed_pseudogene
ENST00000415121	TPTEP1	E		processed_transcript
XR_002958738.1	LOC112268292	R		lncRNA
XR_002958739.1	LOC112268292	R		lncRNA
ENST00000456726	ANKRD62P1-PARP4P3	E		lncRNA
ENST00000510265	PARP4P3	E		transcribed_unprocessed_pseudogene
NR_040115.1	ANKRD62P1-PARP4P3	R		transcribed_pseudogene
ENST00000457060	ANKRD62P1-PARP4P3	E		lncRNA
ENST00000423580	AC005301.1	E		lncRNA
ENST00000434304	ANKRD62P1	E		transcribed_unprocessed_pseudogene
ENST00000457911	VWFP1	E		transcribed_unprocessed_pseudogene
ENST00000670988	AC005301.2	E		lncRNA
ENST00000422917	LINC01665	E		lncRNA
ENST00000665507	LINC01665	E		lncRNA
NR_134584.1	LINC01665	R		lncRNA
ENST00000331428	XKR3	E		protein_coding
NM_001318251.2	XKR3	R		protein_coding
NM_175878.4	XKR3	R		protein_coding
XM_017028600.1	XKR3	R		protein_coding
ENST00000425038	HSFY1P1	E		processed_transcript
NR_003607.1	HSFY1P1	R		transcribed_pseudogene
ENST00000423928	HSFY1P1	E		transcribed_unprocessed_pseudogene
ENST00000442797	GPM6BP3	E		processed_pseudogene
ENST00000637740	AC007064.4	E		unprocessed_pseudogene
ENST00000422608	AC007064.3	E		processed_pseudogene
ENST00000404435	ZNF402P	E		processed_pseudogene
ENST00000442403	AC007064.2	E		lncRNA
ENST00000412238	AC007064.1	E		processed_pseudogene
ENST00000448961	MTND1P17	E		processed_pseudogene
ENST00000427470	AC006548.1	E		processed_pseudogene
ENST00000458718	IGKV1OR22-5	E		IG_V_pseudogene
ENST00000523309	IGKV2OR22-4	E		IG_V_pseudogene
ENST00000521969	IGKV2OR22-3	E		IG_V_pseudogene
ENST00000517943	IGKV3OR22-2	E		IG_V_pseudogene
ENST00000521497	IGKV1OR22-1	E		IG_V_pseudogene
ENST00000643267	AC006548.3	E		unprocessed_pseudogene
ENST00000400588	GAB4	E		protein_coding
NM_001037814.1	GAB4	R		protein_coding
NM_001366857.1	GAB4	R		protein_coding
NR_159481.1	GAB4	R		misc_RNA
ENST00000465611	GAB4	E		nonsense_mediated_decay
ENST00000643316	GAB4	E		protein_coding
ENST00000651146	GAB4	E		nonsense_mediated_decay
XM_011546114.2	GAB4	R		protein_coding
XM_011546115.1	GAB4	R		protein_coding
XM_011546117.1	GAB4	R		protein_coding
XM_017028575.1	GAB4	R		protein_coding
XM_017028576.1	GAB4	R		protein_coding
XR_951189.2	GAB4	R		misc_RNA
XR_951190.2	GAB4	R		misc_RNA
ENST00000520505	GAB4	E		processed_transcript
XM_011546116.2	GAB4	R		protein_coding
XR_951191.2	GAB4	R		misc_RNA
ENST00000523144	GAB4	E		processed_transcript
ENST00000605217	AC006548.2	E		processed_pseudogene
ENST00000614184	VN1R9P	E		processed_pseudogene
ENST00000441006	CECR7	E		processed_transcript
NR_015352.2	CECR7	R		lncRNA
NR_152825.1	CECR7	R		lncRNA
NR_152826.1	CECR7	R		lncRNA
ENST00000414401	CECR7	E		processed_transcript
ENST00000609596	CECR7	E		processed_transcript
ENST00000609932	CECR7	E		processed_transcript
ENST00000636648	CECR7	E		transcribed_unprocessed_pseudogene
ENST00000608373	AC006946.2	E		lncRNA
ENST00000609791	AC006946.3	E		lncRNA
ENST00000319363	IL17RA	E		protein_coding
ENST00000459971	IL17RA	E		retained_intron
ENST00000477874	IL17RA	E		processed_transcript
ENST00000612619	IL17RA	E		protein_coding
NM_001289905.2	IL17RA	R		protein_coding
NM_014339.7	IL17RA	R		protein_coding
ENST00000429106	AC006946.1	E		processed_pseudogene
ENST00000331437	TMEM121B	E		protein_coding
ENST00000399875	TMEM121B	E		protein_coding
NM_001163079.2	TMEM121B	R		protein_coding
NM_031890.4	TMEM121B	R		protein_coding
XM_011546124.2	TMEM121B	R		protein_coding
XM_011546125.2	TMEM121B	R		protein_coding
ENST00000428078	LINC01664	E		lncRNA
ENST00000441544	LINC01664	E		lncRNA
ENST00000654656	LINC01664	E		lncRNA
ENST00000662102	LINC01664	E		lncRNA
ENST00000668330	LINC01664	E		lncRNA
NR_103793.1	LINC01664	R		lncRNA
ENST00000155674	HDHD5	E		protein_coding
ENST00000336737	HDHD5	E		protein_coding
ENST00000399852	HDHD5	E		protein_coding
ENST00000477157	HDHD5	E		retained_intron
ENST00000486462	HDHD5	E		retained_intron
NM_017829.6	HDHD5	R		protein_coding
NM_033070.3	HDHD5	R		protein_coding
XM_005261236.4	HDHD5	R		protein_coding
XM_011546126.3	HDHD5	R		protein_coding
XM_011546127.1	HDHD5	R		protein_coding
XM_017028781.2	HDHD5	R		protein_coding
XM_017028783.2	HDHD5	R		protein_coding
XM_017028784.2	HDHD5	R		protein_coding
XM_024452232.1	HDHD5	R		protein_coding
XM_024452233.1	HDHD5	R		protein_coding
XR_002958689.1	HDHD5	R		misc_RNA
XR_002958690.1	HDHD5	R		misc_RNA
ENST00000463033	HDHD5	E		processed_transcript
ENST00000480451	HDHD5	E		processed_transcript
ENST00000329743	HDHD5-AS1	E		lncRNA
ENST00000431923	HDHD5-AS1	E		lncRNA
NR_024482.1	HDHD5-AS1	R		lncRNA
NR_024483.1	HDHD5-AS1	R		lncRNA
ENST00000399837	ADA2	E		protein_coding
ENST00000610390	ADA2	E		protein_coding
NM_001282225.2	ADA2	R		protein_coding
NM_001282226.2	ADA2	R		protein_coding
NM_001282227.2	ADA2	R		protein_coding
NM_001282228.2	ADA2	R		protein_coding
NM_001282229.2	ADA2	R		protein_coding
NM_177405.3	ADA2	R		protein_coding
ENST00000262607	ADA2	E		protein_coding
ENST00000330232	ADA2	E		protein_coding
ENST00000399839	ADA2	E		protein_coding
ENST00000648061	ADA2	E		nonsense_mediated_decay
ENST00000648668	ADA2	E		processed_transcript
XM_006724080.3	ADA2	R		protein_coding
XM_011546133.2	ADA2	R		protein_coding
ENST00000449907	ADA2	E		protein_coding
ENST00000649540	ADA2	E		protein_coding
ENST00000649915	ADA2	E		nonsense_mediated_decay
ENST00000469063	ADA2	E		processed_transcript
ENST00000480276	ADA2	E		retained_intron
ENST00000650635	ADA2	E		retained_intron
ENST00000428401	RPL32P5	E		processed_pseudogene
XR_001755419.1	LOC107985573	R		lncRNA
ENST00000648343	ADA2	E		processed_transcript
ENST00000441548	ADA2	E		protein_coding
ENST00000543038	ADA2	E		protein_coding
ENST00000649310	ADA2	E		protein_coding
ENST00000649746	ADA2	E		protein_coding
ENST00000344033	FAM32BP	E		processed_pseudogene
ENST00000428828	CECR3	E		lncRNA
NR_038398.2	CECR3	R		lncRNA
ENST00000453421	CECR9	E		TEC
ENST00000485262	RN7SL843P	E		misc_RNA
ENST00000400585	CECR2	E		protein_coding
NM_001290046.2	CECR2	R		protein_coding
ENST00000262608	CECR2	E		protein_coding
ENST00000342247	CECR2	E		protein_coding
NM_001290047.2	CECR2	R		protein_coding
XM_011546128.2	CECR2	R		protein_coding
XM_011546129.2	CECR2	R		protein_coding
XM_011546132.2	CECR2	R		protein_coding
XM_017028785.1	CECR2	R		protein_coding
XR_951200.2	CECR2	R		misc_RNA
XR_951201.2	CECR2	R		misc_RNA
ENST00000455617	FO681548.1	E		processed_pseudogene
ENST00000455251	CLCP1	E		processed_pseudogene
ENST00000497534	CECR2	E		processed_transcript
XM_024452234.1	CECR2	R		protein_coding
ENST00000612582	CECR2	E		protein_coding
ENST00000437347	DNAJA1P6	E		processed_pseudogene
ENST00000651475	AC007666.2	E		lncRNA
XM_006724079.3	CECR2	R		protein_coding
ENST00000355219	CECR2	E		nonsense_mediated_decay
ENST00000399813	SLC25A18	E		protein_coding
ENST00000496051	SLC25A18	E		processed_transcript
XM_011546149.2	SLC25A18	R		protein_coding
XM_011546150.2	SLC25A18	R		protein_coding
XM_011546153.3	SLC25A18	R		protein_coding
XM_017028971.2	SLC25A18	R		protein_coding
XM_017028975.2	SLC25A18	R		protein_coding
XR_951210.3	SLC25A18	R		misc_RNA
ENST00000327451	SLC25A18	E		protein_coding
ENST00000467228	SLC25A18	E		retained_intron
NM_001303484.2	SLC25A18	R		protein_coding
NM_031481.3	SLC25A18	R		protein_coding
XM_017028970.2	SLC25A18	R		protein_coding
XM_017028972.2	SLC25A18	R		protein_coding
XM_017028973.2	SLC25A18	R		protein_coding
XM_017028974.2	SLC25A18	R		protein_coding
XR_001755420.1	LOC105372850	R		lncRNA
XM_011546151.2	SLC25A18	R		protein_coding
XM_011546154.2	SLC25A18	R		protein_coding
ENST00000469889	SLC25A18	E		processed_transcript
ENST00000497401	SLC25A18	E		processed_transcript
XM_011546152.1	SLC25A18	R		protein_coding
XM_017028968.1	SLC25A18	R		protein_coding
ENST00000443935	AC007666.1	E		lncRNA
NM_001288707.2	LOC101929372	R		protein_coding
XR_002958717.1	SLC25A18	R		misc_RNA
ENST00000611039	AC007666.1	E		lncRNA
ENST00000253413	ATP6V1E1	E		protein_coding
ENST00000399796	ATP6V1E1	E		protein_coding
ENST00000399798	ATP6V1E1	E		protein_coding
ENST00000473248	ATP6V1E1	E		retained_intron
NM_001039366.1	ATP6V1E1	R		protein_coding
NM_001039367.1	ATP6V1E1	R		protein_coding
NM_001696.4	ATP6V1E1	R		protein_coding
ENST00000413576	ATP6V1E1	E		protein_coding
ENST00000481365	ATP6V1E1	E		retained_intron
ENST00000484653	ATP6V1E1	E		retained_intron
ENST00000460085	ATP6V1E1	E		processed_transcript
ENST00000478963	ATP6V1E1	E		processed_transcript
ENST00000399781	BCL2L13	E		processed_transcript
XM_011546119.1	BCL2L13	R		protein_coding
XM_011546120.1	BCL2L13	R		protein_coding
XM_011546121.2	BCL2L13	R		protein_coding
XM_017028725.1	BCL2L13	R		protein_coding
XM_017028726.1	BCL2L13	R		protein_coding
XM_017028728.1	BCL2L13	R		protein_coding
XM_017028731.1	BCL2L13	R		protein_coding
XM_017028734.1	BCL2L13	R		protein_coding
XR_001755196.1	BCL2L13	R		misc_RNA
ENST00000399782	BCL2L13	E		protein_coding
ENST00000317582	BCL2L13	E		protein_coding
ENST00000337612	BCL2L13	E		protein_coding
ENST00000355028	BCL2L13	E		protein_coding
ENST00000418951	BCL2L13	E		protein_coding
ENST00000464649	BCL2L13	E		processed_transcript
ENST00000493680	BCL2L13	E		protein_coding
ENST00000498133	BCL2L13	E		nonsense_mediated_decay
ENST00000538149	BCL2L13	E		protein_coding
ENST00000543133	BCL2L13	E		protein_coding
ENST00000611738	BCL2L13	E		protein_coding
ENST00000616863	BCL2L13	E		protein_coding
ENST00000618481	BCL2L13	E		protein_coding
NM_001270726.1	BCL2L13	R		protein_coding
NM_001270727.1	BCL2L13	R		protein_coding
NM_001270728.2	BCL2L13	R		protein_coding
NM_001270729.2	BCL2L13	R		protein_coding
NM_001270730.2	BCL2L13	R		protein_coding
NM_001270731.2	BCL2L13	R		protein_coding
NM_001270732.2	BCL2L13	R		protein_coding
NM_001270734.2	BCL2L13	R		protein_coding
NM_001270735.2	BCL2L13	R		protein_coding
NM_001363824.1	BCL2L13	R		protein_coding
NM_015367.4	BCL2L13	R		protein_coding
XM_011546123.1	BCL2L13	R		protein_coding
XM_017028727.1	BCL2L13	R		protein_coding
XM_017028729.1	BCL2L13	R		protein_coding
XM_017028730.1	BCL2L13	R		protein_coding
XM_017028732.1	BCL2L13	R		protein_coding
NR_073068.1	BCL2L13	R		misc_RNA
NR_073069.1	BCL2L13	R		misc_RNA
ENST00000399777	BCL2L13	E		nonsense_mediated_decay
ENST00000479296	BCL2L13	E		processed_transcript
ENST00000485631	BCL2L13	E		processed_transcript
NM_001270733.2	BCL2L13	R		protein_coding
ENST00000317361	BID	E		protein_coding
ENST00000399765	BID	E		protein_coding
ENST00000614949	BID	E		protein_coding
ENST00000622694	BID	E		protein_coding
NM_001196.4	BID	R		protein_coding
NM_001244567.1	BID	R		protein_coding
NM_001244569.1	BID	R		protein_coding
NM_001244570.1	BID	R		protein_coding
NM_001244572.1	BID	R		protein_coding
NM_197966.3	BID	R		protein_coding
NM_197967.2	BID	R		protein_coding
ENST00000342111	BID	E		protein_coding
ENST00000399767	BID	E		protein_coding
ENST00000494097	BID	E		retained_intron
ENST00000550946	BID	E		retained_intron
ENST00000551952	BID	E		protein_coding
ENST00000473439	BID	E		processed_transcript
ENST00000552886	BID	E		processed_transcript
ENST00000583102	MIR3198-1	E		miRNA
NR_036168.1	MIR3198-1	R		miRNA
ENST00000600723	LINC00528	E		lncRNA
NR_103718.1	LINC00528	R		lncRNA
ENST00000441493	MICAL3	E		protein_coding
ENST00000476405	AC016026.1	E		retained_intron
ENST00000672019	MICAL3	E		nonsense_mediated_decay
NM_015241.3	MICAL3	R		protein_coding
ENST00000252134	MICAL3	E		retained_intron
ENST00000577821	MICAL3	E		protein_coding
ENST00000580469	MICAL3	E		processed_transcript
ENST00000579997	MICAL3	E		protein_coding
ENST00000657505	AC016026.2	E		lncRNA
ENST00000584751	MICAL3	E		protein_coding
ENST00000498573	MICAL3	E		protein_coding
ENST00000578984	MICAL3	E		protein_coding
ENST00000400561	MICAL3	E		protein_coding
NM_001122731.2	MICAL3	R		protein_coding
ENST00000495076	MICAL3	E		nonsense_mediated_decay
ENST00000414725	MICAL3	E		protein_coding
ENST00000578905	MICAL3	E		retained_intron
ENST00000383094	MICAL3	E		protein_coding
ENST00000461307	MICAL3	E		protein_coding
NM_001136004.3	MICAL3	R		protein_coding
ENST00000585038	MICAL3	E		protein_coding
ENST00000462645	MICAL3	E		processed_transcript
ENST00000465886	MICAL3	E		processed_transcript
ENST00000498345	MICAL3	E		processed_transcript
ENST00000424046	MICAL3	E		protein_coding
ENST00000385046	MIR648	E		miRNA
NR_030378.1	MIR648	R		miRNA
ENST00000429618	AC016027.3	E		lncRNA
ENST00000441167	AC016027.2	E		lncRNA
ENST00000411920	RHEBP3	E		processed_pseudogene
ENST00000443243	LINC01634	E		lncRNA
NR_024417.1	LINC01634	R		lncRNA
XR_001755422.1	LOC105372853	R		lncRNA
XR_001755423.1	LOC105372853	R		lncRNA
XR_001755424.1	LOC105372853	R		lncRNA
XR_951226.2	LOC105372853	R		lncRNA
ENST00000329627	PEX26	E		protein_coding
ENST00000399744	PEX26	E		protein_coding
ENST00000426483	AC016027.1	E		lncRNA
ENST00000427227	AC016027.5	E		processed_pseudogene
ENST00000428061	PEX26	E		protein_coding
ENST00000474897	AC016027.6	E		nonsense_mediated_decay
ENST00000607927	AC016027.1	E		lncRNA
ENST00000622035	AC016027.1	E		lncRNA
NM_001127649.3	PEX26	R		protein_coding
NM_001199319.2	PEX26	R		protein_coding
NM_017929.6	PEX26	R		protein_coding
ENST00000450866	AC016027.4	E		unprocessed_pseudogene
ENST00000446487	ARL2BPP10	E		processed_pseudogene
ENST00000679963	TUBA8	E		protein_coding
ENST00000426208	TUBA8	E		protein_coding
ENST00000680175	TUBA8	E		protein_coding
ENST00000316027	TUBA8	E		protein_coding
ENST00000330423	TUBA8	E		protein_coding
ENST00000623543	AC008079.1	E		lncRNA
NM_001193414.2	TUBA8	R		protein_coding
NM_018943.3	TUBA8	R		protein_coding
ENST00000416740	TUBA8	E		protein_coding
ENST00000679481	TUBA8	E		retained_intron
ENST00000608634	TUBA8	E		protein_coding
XM_006724074.3	USP18	R		protein_coding
ENST00000215794	USP18	E		protein_coding
NM_017414.4	USP18	R		protein_coding
ENST00000434390	FAM230D	E		lncRNA
NR_136570.2	LOC100996415	R		lncRNA
XR_001755425.1	LOC105372858	R		lncRNA
XR_951228.1	LOC105379518	R		lncRNA
ENST00000617623	GGTLC5P	E		unprocessed_pseudogene
XR_951230.1	LOC105372942	R		lncRNA
ENST00000618517	FAM230J	E		lncRNA
ENST00000619172	FAM230J	E		lncRNA
NR_136569.2	LINC01660	R		lncRNA
NR_165634.1	LINC01660	R		lncRNA
ENST00000613790	FAM230J	E		lncRNA
ENST00000615974	FAM230J	E		lncRNA
ENST00000622906	AC011718.1	E		lncRNA
XR_001755427.1	LOC107987325	R		lncRNA
ENST00000624459	FAM230A	E		lncRNA
NR_136560.2	FAM230A	R		lncRNA
NR_165629.1	FAM230A	R		lncRNA
ENST00000624001	FAM230A	E		lncRNA
ENST00000614584	AC023490.2	E		lncRNA
ENST00000615181	FAM230A	E		lncRNA
ENST00000620909	AC023490.2	E		lncRNA
ENST00000621762	FAM247B	E		lncRNA
ENST00000619998	GGTLC3	E		protein_coding
NM_001355479.1	GGTLC3	R		protein_coding
XM_024452264.1	GGTLC3	R		protein_coding
ENST00000618466	Metazoa_SRP	E		misc_RNA
ENST00000359859	AC023490.3	E		processed_pseudogene
ENST00000612978	TMEM191B	E		protein_coding
ENST00000613577	TMEM191B	E		protein_coding
ENST00000613597	TMEM191B	E		protein_coding
ENST00000614395	TMEM191B	E		retained_intron
ENST00000618859	TMEM191B	E		retained_intron
ENST00000620199	TMEM191B	E		retained_intron
ENST00000621725	TMEM191B	E		retained_intron
NM_001242313.1	TMEM191B	R		protein_coding
XM_011546160.3	TMEM191B	R		protein_coding
XM_024452265.1	TMEM191B	R		protein_coding
XR_951236.2	TMEM191B	R		misc_RNA
ENST00000610959	PI4KAP1	E		processed_transcript
ENST00000617243	PI4KAP1	E		processed_transcript
ENST00000618794	PI4KAP1	E		processed_transcript
ENST00000619742	PI4KAP1	E		processed_transcript
ENST00000652586	PI4KAP1	E		processed_transcript
ENST00000612579	PI4KAP1	E		transcribed_unprocessed_pseudogene
NR_003563.1	PI4KAP1	R		transcribed_pseudogene
ENST00000611748	PI4KAP1	E		processed_transcript
ENST00000612500	PI4KAP1	E		processed_transcript
ENST00000616531	PI4KAP1	E		processed_transcript
ENST00000410698	RN7SKP131	E		misc_RNA
ENST00000614296	AC023490.1	E		scaRNA
ENST00000619918	RIMBP3	E		protein_coding
NM_015672.2	RIMBP3	R		protein_coding
ENST00000611762	Metazoa_SRP	E		misc_RNA
ENST00000611186	SUSD2P2	E		unprocessed_pseudogene
ENST00000652395	FAM246B	E		protein_coding
ENST00000611168	CA15P2	E		unprocessed_pseudogene
XR_951258.1	LOC105372871	R		lncRNA
ENST00000611403	PPP1R26P2	E		processed_pseudogene
ENST00000619065	PPP1R26P4	E		processed_pseudogene
ENST00000342888	FAM230E	E		lncRNA
NR_136561.2	LINC01662	R		lncRNA
NR_165635.1	LINC01662	R		lncRNA
ENST00000611876	FAM230E	E		lncRNA
XR_937989.1	LOC105377182	R		lncRNA
ENST00000412448	GGT3P	E		processed_transcript
ENST00000453783	GGT3P	E		transcribed_unprocessed_pseudogene
NR_003267.1	GGT3P	R		transcribed_pseudogene
ENST00000430306	GGT3P	E		processed_transcript
ENST00000437537	AC008132.2	E		transcribed_processed_pseudogene
ENST00000445651	GGT3P	E		processed_transcript
ENST00000342005	AC008132.1	E		transcribed_processed_pseudogene
ENST00000419447	AC008132.1	E		processed_transcript
XM_017029167.2	LOC101929738	R		protein_coding
ENST00000412938	AC008132.1	E		processed_transcript
NR_135922.1	LOC102725072	R		transcribed_pseudogene
ENST00000416498	AC008132.1	E		processed_transcript
ENST00000511549	BCRP7	E		unprocessed_pseudogene
NR_136571.2	LINC01663	R		lncRNA
ENST00000614596	FAM230F	E		lncRNA
ENST00000623570	AC008103.1	E		lncRNA
ENST00000331444	DGCR6	E		protein_coding
ENST00000413981	DGCR6	E		protein_coding
ENST00000427407	DGCR6	E		nonsense_mediated_decay
ENST00000477156	DGCR6	E		retained_intron
ENST00000480608	DGCR6	E		nonsense_mediated_decay
ENST00000483718	DGCR6	E		nonsense_mediated_decay
ENST00000608842	DGCR6	E		protein_coding
ENST00000638240	AC007326.4	E		protein_coding
NM_005675.6	DGCR6	R		protein_coding
XM_011530394.2	DGCR6	R		protein_coding
ENST00000436645	DGCR6	E		processed_transcript
ENST00000313755	PRODH	E		retained_intron
ENST00000334029	PRODH	E		protein_coding
ENST00000357068	PRODH	E		protein_coding
ENST00000420436	PRODH	E		protein_coding
ENST00000429300	PRODH	E		retained_intron
ENST00000482858	PRODH	E		retained_intron
ENST00000491604	PRODH	E		retained_intron
ENST00000610940	PRODH	E		protein_coding
NM_001195226.2	PRODH	R		protein_coding
NM_016335.6	PRODH	R		protein_coding
ENST00000609229	PRODH	E		retained_intron
ENST00000399694	PRODH	E		retained_intron
ENST00000438924	PRODH	E		protein_coding
ENST00000446371	PRODH	E		retained_intron
ENST00000450579	PRODH	E		protein_coding
ENST00000457083	PRODH	E		protein_coding
ENST00000496625	PRODH	E		retained_intron
ENST00000640084	AC007326.5	E		lncRNA
ENST00000638287	AC007326.5	E		retained_intron
ENST00000623496	AC007326.5	E		lncRNA
ENST00000624224	AC007326.2	E		lncRNA
ENST00000421572	DGCR5	E		lncRNA
ENST00000438934	DGCR5	E		lncRNA
ENST00000440005	DGCR5	E		lncRNA
ENST00000674913	DGCR5	E		lncRNA
ENST00000675214	DGCR5	E		lncRNA
ENST00000675671	DGCR5	E		lncRNA
ENST00000675978	DGCR5	E		lncRNA
NR_002733.2	DGCR5	R		lncRNA
NR_045121.1	DGCR5	R		lncRNA
NR_110533.1	DGCR5	R		lncRNA
ENST00000636418	AC007326.3	E		unprocessed_pseudogene
ENST00000399539	DGCR5	E		transcribed_unprocessed_pseudogene
ENST00000609630	DGCR5	E		lncRNA
ENST00000604539	AC007326.1	E		processed_pseudogene
ENST00000424407	DGCR5	E		lncRNA
ENST00000637415	AC000095.2	E		transcribed_unprocessed_pseudogene
ENST00000603208	AC000095.1	E		processed_pseudogene
NR_024159.1	DGCR5	R		lncRNA
ENST00000609839	DGCR5	E		lncRNA
NR_026651.1	DGCR5	R		lncRNA
ENST00000652053	FAM246C	E		polymorphic_pseudogene
ENST00000481698	CA15P1	E		unitary_pseudogene
ENST00000263196	DGCR2	E		protein_coding
ENST00000389262	DGCR2	E		nonsense_mediated_decay
ENST00000537045	DGCR2	E		protein_coding
ENST00000545799	DGCR2	E		protein_coding
NM_001173533.2	DGCR2	R		protein_coding
NM_001173534.2	DGCR2	R		protein_coding
NM_001184781.2	DGCR2	R		protein_coding
NM_005137.3	DGCR2	R		protein_coding
NR_033674.2	DGCR2	R		misc_RNA
XR_001755405.1	DGCR2	R		misc_RNA
XR_001755406.2	DGCR2	R		misc_RNA
ENST00000467659	DGCR2	E		retained_intron
ENST00000384012	Y_RNA	E		misc_RNA
ENST00000609958	DGCR11	E		lncRNA
NR_024157.1	DGCR11	R		lncRNA
ENST00000608548	DGCR2	E		processed_transcript
