transcript_id	gene	transcript_type	tsl	biotype
ENSR00001057309				CTCF_binding_site
ENSM00205936186				
ENSM01051846189				
ENSM00206338197				
ENSM00618522314				
ENSM00206374381				
ENSR00000300899				CTCF_binding_site
ENSR00000300900				CTCF_binding_site
ENSR00000665578				open_chromatin_region
ENSR00001057311				TF_binding_site
XR_001755412.1	LOC105379428	R		lncRNA
XR_002958734.1	LOC105379428	R		lncRNA
ENST00000613107	U6	E		snRNA
ENST00000623391	AP000542.3	E		lncRNA
ENSR00000300920				CTCF_binding_site
ENST00000448473	AP000542.1	E		unprocessed_pseudogene
ENST00000623199	AP000542.2	E		lncRNA
ENST00000425869	ZNF72P	E		unprocessed_pseudogene
ENST00000441221	BNIP3P2	E		processed_pseudogene
ENST00000429435	YME1L1P1	E		unprocessed_pseudogene
ENST00000643195	OR11H1	E		protein_coding
NM_001005239.1	OR11H1	R		protein_coding
ENST00000412729	AP000534.2	E		unprocessed_pseudogene
ENST00000443989	ARHGAP42P3	E		processed_pseudogene
ENST00000417863	AP000533.2	E		processed_pseudogene
ENST00000444162	AP000534.1	E	1	lncRNA
ENST00000456143	AP000533.1	E		processed_pseudogene
ENST00000447704	AP000533.3	E		unprocessed_pseudogene
ENST00000428118	AP000532.2	E	2	lncRNA
XR_002958737.1	LOC112268291	R		lncRNA
ENSR00001238050				promoter_flanking_region
ENST00000438441	NEK2P2	E		processed_pseudogene
ENST00000440999	AP000532.1	E		unprocessed_pseudogene
ENST00000426025	NF1P6	E		unprocessed_pseudogene
ENST00000435410	MED15P7	E		unprocessed_pseudogene
ENSR00000665600				CTCF_binding_site
ENSR00000665601				CTCF_binding_site
ENST00000343518	POTEH	E	5	protein_coding
ENST00000452800	POTEH	E	5	nonsense_mediated_decay
ENST00000621704	POTEH	E	5	protein_coding
NM_001136213.1	POTEH	R		protein_coding
ENSR00000665606				CTCF_binding_site
ENST00000390914	RNU6-816P	E		snRNA
ENST00000422014	POTEH-AS1	E	1	lncRNA
NR_046571.1	POTEH-AS1	R		lncRNA
ENST00000417657	AP000529.1	E		processed_pseudogene
NR_132385.2	LINC01297	R		lncRNA
ENSR00000300938				CTCF_binding_site
ENST00000453395	PSLNR	E	5	lncRNA
ENST00000423297	GRAMD4P2	E		processed_pseudogene
ENST00000438574	PSLNR	E	3	lncRNA
XR_001755418.1	LOC107987324	R		lncRNA
ENSR00000300944				CTCF_binding_site
ENST00000383038	DUXAP8	E	2	lncRNA
ENST00000413768	DUXAP8	E	2	lncRNA
ENST00000437781	DUXAP8	E	2	lncRNA
ENST00000447898	DUXAP8	E	1	lncRNA
ENST00000603308	DUXAP8	E		lncRNA
ENST00000661115	DUXAP8	E		lncRNA
NR_122113.1	DUXAP8	R		transcribed_pseudogene
ENST00000458623	DUXAP8	E	3	lncRNA
ENST00000661156	DUXAP8	E		lncRNA
ENSR00000143453				promoter
ENST00000657965	AP000526.1	E		transcribed_unprocessed_pseudogene
ENST00000440946	BMS1P22	E	1	processed_transcript
ENST00000414726	BMS1P22	E		transcribed_unprocessed_pseudogene
ENST00000609679	BMS1P22	E	4	processed_transcript
NR_133911.1	BMS1P22	R		transcribed_pseudogene
ENSR00000300950				CTCF_binding_site
ENST00000607933	DUXAP8	E		lncRNA
ENSR00000665616				CTCF_binding_site
ENST00000608286	AP000525.1	E		lncRNA
ENSR00000300951				CTCF_binding_site
ENSM00524122126				
ENSM00522582175				
ENSM00205557704				
ENSM00523327719				
ENST00000456786	DUXAP8	E		transcribed_processed_pseudogene
ENSR00001057338				CTCF_binding_site
ENSM01051744420				
ENSR00000300952				CTCF_binding_site
ENST00000398242	TOMM40P2	E		processed_pseudogene
ENST00000420638	NBEAP3	E		unprocessed_pseudogene
